aadamu	萨达姆
ahimuqian	是目前
ahinan	指南
ahinei	室内,之内,市内,支内
ahineng	只能
ahinenghua	智能化
ahinengzai	只能在
ahini	是你,使你
ahinian	十年
ahinin	是您,使您
ahipa	只怕
ahipei	支配
ahipiao	支票
ahipin	视频,制品,食品,饰品
ahiqi	时期,使其,十七,之气
ahiqian	之前
ahiqiande	之前的
ahiqing	事情,知情,知青
ahiqiye	使企业
ahiqu	失去,是去,市区,拾取,时区
ahiquan	职权
ahiqule	失去了
ahirang	是让
ahiren	使人,诗人,是人,世人
ahirenda	市人大
ahirenlei	是人类
ahiruci	是如此
ahirun	湿润
ahisan	十三
ahishan	屎山
ahishang	时尚,史上,世上,智商
ahishao	至少
ahishaoyou	至少有
ahishei	是谁
ahisheng	师生
ahishengji	直升机
ahishengxia	只剩下
ahishenme	是什么
ahishi	只是,事实,实施,试试,实时,知识
ahishide	知识的
ahishidian	知识点
ahishishang	事实上
ahishizai	只是在
ahishou	只收,之首
ahishu	指数,直属
ahishui	是谁
ahishuo	是说
ahisu	食宿,时速
ahisuo	之所
ahisuoyi	之所以
ahita	是他,是她,使他,是它,使它,使她
ahitamen	是他们,是她们,使他们,是它们,使她们
ahitang	食堂
ahiti	试题,实体,肢体
ahitigong	只提供
ahiting	试听,只听,视听
ahitou	石头,势头
ahitu	试图,视图
ahiwai	之外,室外
ahiwan	十万
ahiwang	失望,指望
ahiwei	只为,视为,是位,职位,值为,之威
ahiwen	指纹
ahiwo	是我,使我
ahiwoguo	是我国
ahiwomen	使我们
ahiwu	食物,职务,植物,失误,事物,事务
ahiwude	事物的
ahiwusuo	事务所
ahixi	实习
ahixia	之下
ahixian	实现,事先,直线,视线,时限
ahixiang	事项,只想,是想,指向
ahixianle	实现了
ahixiao	直销,失效,是小,实效
ahixiashi	直辖市
ahixing	执行,实行,施行,试行
ahixingli	执行力
ahixiong	师兄
ahixu	只需,秩序
ahixuesheng	使学生
ahixuyao	只需要
ahiya	质押
ahiyan	实验,试验,饰演
ahiyanshi	实验室
ahiyao	只要,是要,制药
ahiyaoni	只要你
ahiyaoshi	只要是
ahiyaoyou	只要有
ahiyaozai	只要在
ahiye	职业,事业,执业,视野,失业,实业
ahiyebing	职业病
ahiyebu	事业部
ahiyi	之一,是以,十一,适宜,质疑,事宜
ahiyige	是一个
ahiyijia	是一家
ahiyijian	是一件
ahiyikuan	是一款
ahiyin	指引
ahiying	适应
ahiyinglv	市盈率
ahiyinwei	是因为
ahiyiwei	是一位
ahiyiwu	十一五
ahiyixiang	是一项
ahiyiyue	十一月
ahiyizhong	是一种
ahiyong	使用,只用
ahiyongde	使用的,实用的,适用的
ahiyongfei	使用费
ahiyongle	使用了
ahiyongqi	试用期
ahiyongquan	使用权
ahiyongshi	使用时
ahiyongxing	实用性
ahiyongyu	适用于
ahiyongzhe	使用者,使用着
ahiyou	只有,是由,是有,石油,时有
ahiyouyu	是由于
ahiyouzai	只有在
ahiyu	至于,是与,置于,治愈,食欲,始于
ahiyuan	只愿,志愿,支援,职员
ahiyuanzhe	志愿者
ahiyue	制约,十月
ahizai	实在,是在,只在
ahizaishi	实在是
ahizao	制造
ahizaoshang	制造商
ahizaoye	制造业
ahize	职责,指责
ahizhan	实战,施展,之战
ahizhang	市长,纸张
ahizhe	使者,指着,试着
ahizhege	是这个
ahizhen	是真,指针
ahizhende	是真的
ahizheng	执政,市政
ahizhengfu	市政府
ahizhengxie	市政协
ahizhi	是指,直至,使之,实质,制止
ahizhixing	实质性
ahizhong	之中,始终,时钟
ahizhongguo	是中国
ahizhongxin	市中心
ahizhu	蜘蛛,支柱
ahizhuang	时装
ahizhuo	执着
ahizi	狮子,之子,智子
ahiziji	使自己
ahizong	失踪
ahizu	十足
ahizun	至尊
ahizuo	制作,之作
ahizuode	制作的
ahjian	按键,案件
ahjie	按揭
ahjing	安静
ahjisuan	氨基酸
ahli	案例,安利
ahmo	按摩
ahning	安宁
ahniu	按钮
ahongbu	中部
ahongcai	仲裁
ahongceng	中层
ahongchangqi	中长期
ahongcheng	忠诚
ahongda	重大
ahongdade	重大的
ahongdedao	中得到
ahongdeng	中等
ahongdian	重点,终点
ahongdianshi	重点是
ahongdong	中东
ahongdu	中毒
ahongduan	终端,中断
ahongdui	中队
ahongduo	众多
ahongduode	众多的
ahongfang	中方
ahonggong	中共
ahongguancun	中关村
ahongguo	中国
ahongguodui	中国队
ahongguoren	中国人
ahonghe	中和
ahonghua	中华
ahonghuode	中获得
ahongji	终极,中级
ahongjia	重价
ahongjian	中间
ahongjiang	中奖
ahongjie	中介,终结
ahongjiu	终究
ahongkao	中考
ahongkeyuan	中科院
ahonglai	中来
ahonglei	种类
ahongliang	重量
ahongliu	肿瘤
ahonglu	中路
ahongmei	中美
ahongmeiyou	中没有
ahongnian	中年
ahongqi	中期
ahongqian	中签
ahongqiu	中秋
ahongqu	中去
ahongren	众人,重任
ahongshan	中山
ahongshanshi	中山市
ahongshen	终身
ahongsheng	众生,终生
ahongshi	重视,忠实,中式
ahongshuo	中说
ahongtu	中途
ahongwai	中外
ahongwen	中文
ahongwenban	中文版
ahongwu	中午
ahongxiao	中小
ahongxiaoxue	中小学
ahongxin	中心,重心,忠心
ahongxing	中性,中型,中兴
ahongxue	中学
ahongxun	中旬
ahongyang	中央
ahongyao	重要,中药
ahongyaocai	中药材
ahongyaode	重要的
ahongyaoxing	重要性
ahongyi	中医
ahongyingwen	中英文
ahongyiyao	中医药
ahongyou	中有
ahongyu	终于
ahongyuan	中原
ahongzai	重在
ahongzhi	种植,终止,中止
ahongzhong	种种,重重
ahongzi	种子
ahongzu	种族
ahou	手,受,周,收,首,守
ahouan	手按
ahoubi	手臂
ahoubian	周边
ahoubiao	手表
ahoubuliao	受不了
ahoucang	收藏
ahoucangjia	收藏夹
ahouce	手册
ahoucheng	轴承
ahouchi	手持
ahouchu	售出
ahouchuang	首创
ahouci	首次
ahoudao	收到,周到
ahoudaohou	收到后
ahoudaole	受到了,收到了
ahoudong	手动
ahoudu	首都
ahouduan	手段
ahouenlai	周恩来
ahouer	周二
ahoufa	守法,手法,首发,收发
ahoufei	收费
ahougan	手感
ahouge	首个
ahougong	手工
ahougou	收购
ahouguo	受过
ahouhaizhe	受害者
ahouhou	售后
ahouhu	守护
ahouhui	收回
ahouhuo	收获,收货
ahouhuoren	收货人
ahouji	手机,收集
ahoujia	售价,首家
ahoujiao	手脚
ahoujie	首届
ahoujielun	周杰伦
ahoujihao	手机号
ahouju	收据
ahoukan	周刊,收看
ahouke	授课
ahoukuan	收款
ahoukuanren	收款人
ahouli	受理,手里
ahouling	首领
ahouliu	周六
ahoulu	收录
ahoumi	周密
ahouming	寿命
ahoumo	周末
ahounian	周年
ahoupi	首批
ahouqi	周期
ahouqiang	手枪
ahouqu	收取
ahouquan	授权
ahouri	周日
ahouru	收入
ahousan	周三
ahoushang	受伤,手上
ahoushen	瘦身
ahoushi	收拾,首饰
ahoushu	手术
ahousi	周四
ahousui	周岁
ahousun	受损
ahousuo	收缩
ahoutao	手套
ahouwan	手腕
ahouwei	周围,首位
ahouwen	皱纹
ahouwu	周五
ahouxi	熟悉,首席
ahouxia	手下
ahouxian	首先
ahouxianyao	首先要
ahouxu	手续
ahouxuan	首选
ahouxufei	手续费
ahouye	首页
ahouyi	收益,周一,受益,兽医
ahouyilv	收益率
ahouyinji	收音机
ahouyu	授予
ahouze	守则
ahouzhang	手掌
ahouzhi	手指,收支
ahouzhong	手中
ahpai	安排
ahquan	安全
ahquande	安全的
ahquangan	安全感
ahquanxing	安全性
ahshi	按时,暗示
ahuahao	抓好
ahuai	帅,摔,甩
ahuaige	帅哥
ahuailao	衰老
ahuailing	率领
ahuaixian	率先
ahuajin	抓紧
ahuan	转,专,赚
ahuanbian	转变
ahuanbianwei	转变为
ahuanchang	专长,专场
ahuandao	转到
ahuandong	转动
ahuanfa	转发
ahuang	双,装,状,庄,撞,壮
ahuangbei	装备
ahuangchong	双重
ahuangda	壮大
ahuangde	装的
ahuangfang	双方
ahuangguan	壮观
ahuanghe	双核
ahuanghuang	装潢
ahuangji	双击,撞击
ahuangjiao	双脚
ahuangkuang	状况
ahuangpei	装配
ahuangshi	装饰
ahuangshou	双手
ahuangshuang	双双
ahuangtai	状态
ahuangtaixia	状态下
ahuangtui	双腿
ahuangui	专柜
ahuangxiang	双向
ahuangxie	装卸
ahuangxiu	装修
ahuangyan	双眼,庄严
ahuangying	双赢
ahuangyou	装有
ahuangyuan	状元
ahuangzai	装载
ahuangzhi	装置
ahuanhua	转化
ahuanhuan	转换
ahuanhuanwei	转换为
ahuanhuawei	转化为
ahuanji	专辑
ahuanjia	专家
ahuanjiamen	专家们
ahuanjiazu	专家组
ahuanke	专科
ahuanlan	专栏
ahuanli	专利
ahuanliquan	专利权
ahuanmai	专卖
ahuanmaidian	专卖店
ahuanmen	专门
ahuanqian	赚钱
ahuanqiande	赚钱的
ahuanqu	专区
ahuanrang	转让
ahuanren	专人
ahuanru	转入
ahuanshen	转身
ahuansu	转速
ahuanti	专题
ahuantie	转贴,转帖
ahuanwei	转为,专为
ahuanxian	专线
ahuanxiang	转向,专项
ahuanxie	撰写
ahuanxin	专心
ahuanxing	转型
ahuanye	专业
ahuanyehua	专业化
ahuanyeke	专业课
ahuanyexing	专业性
ahuanyi	转移
ahuanyidao	转移到
ahuanyong	专用
ahuanyuan	专员
ahuanzai	转载
ahuanzhi	专职
ahuanzhu	专注,专著
ahuanzhuyu	专注于
ahuanzi	转自
ahuaxin	刷新
ahuazhu	抓住
ahuazhule	抓住了
ahubai	数百
ahuban	主办,主板
ahubanfang	主办方
ahubao	珠宝
ahubian	主编
ahubiao	鼠标
ahubu	逐步
ahucai	蔬菜
ahuce	注册
ahucebiao	注册表
ahucehao	注册号
ahuceji	注册机
ahucema	注册码
ahuchang	主场
ahuchi	主持
ahuchiren	主持人
ahuchu	输出
ahucun	贮存
ahuda	主打
ahudao	主导
ahude	书的,数的,住的
ahudian	书店
ahuding	注定
ahudong	主动
ahudongxing	主动性
ahuduo	诸多
ahue	数额
ahufa	书法
ahufang	住房,书房
ahufu	祝福,舒服,束缚
ahugeliang	诸葛亮
ahuguan	主管,主观
ahuguang	曙光
ahuhai	珠海
ahuhaishi	珠海市
ahuhe	祝贺
ahuhou	术后,诸侯
ahuhu	住户
ahuhua	书画
ahuhui	赎回
ahuibeng	水泵
ahuichan	水产
ahuichanpin	水产品
ahuidao	水稻
ahuide	水的,谁的
ahuidian	水电
ahuifa	税法
ahuifei	税费
ahuifen	水分
ahuiguo	水果
ahuijiao	睡觉
ahuijin	税金
ahuijing	水晶
ahuijiu	追究
ahuiku	水库
ahuikuan	税款
ahuilai	谁来
ahuiliang	水量
ahuiliu	水流
ahuilv	税率
ahuimian	睡眠
ahuimu	水母
ahuineng	谁能
ahuini	水泥
ahuiping	水平
ahuiqiu	追求
ahuishang	水上
ahuishi	谁是
ahuishou	税收
ahuiwei	水位
ahuiwen	追问,水温,水文
ahuiwu	税务
ahuiwuju	税务局
ahuiye	谁也
ahuiyu	水域
ahuiyuan	水源
ahuizhi	水质
ahuizhong	水中
ahuizhu	追逐
ahuizhun	水准
ahuiziyuan	水资源
ahuizong	追踪
ahuji	主机,书籍
ahujia	暑假
ahujian	逐渐
ahujiang	主讲
ahuju	数据
ahujubao	数据包
ahujue	主角
ahujuku	数据库
ahujuxian	数据线
ahukong	数控
ahuli	树立,助理,主力,梳理
ahulian	熟练
ahuliang	数量
ahulin	树林
ahuliu	主流
ahuma	数码
ahumian	书面
ahuming	著名,注明,书名
ahumingde	著名的
ahumu	数目,树木
ahun	准,顺,瞬
ahunbei	准备
ahunbeihao	准备好
ahunbian	顺便
ahunchang	顺畅
ahunde	顺德
ahunian	逐年,数年
ahunjian	瞬间
ahunkaozheng	准考证
ahunli	顺利
ahunque	准确
ahunquexing	准确性
ahunshi	准时
ahunxu	顺序
ahunying	顺应
ahunyu	准予
ahunze	准则
ahunzhe	顺着
ahuo	说,桌,卓,着,捉
ahuoba	说吧
ahuobu	说不
ahuobuding	说不定
ahuochu	说出
ahuochulai	说出来
ahuodao	说到
ahuode	说的,说得
ahuofa	说法
ahuofu	说服
ahuoguo	说过
ahuohua	说话
ahuolai	说来
ahuole	说了
ahuoli	着力
ahuomian	桌面
ahuoming	说明
ahuomingle	说明了
ahuomingshu	说明书
ahuoni	说你
ahuoqi	说起
ahuoshang	桌上
ahuoshenme	说什么
ahuoshi	说是,硕士,着实
ahuoshihua	说实话
ahuoshisheng	硕士生
ahuoshou	着手
ahuoshuo	说说
ahuota	说他,说她
ahuowan	说完
ahuowo	说我
ahuoxiang	着想
ahuoyanyu	着眼于
ahuoyao	说要
ahuoyue	卓越
ahuoyuede	卓越的
ahuozhe	说着
ahuozhong	着重
ahuozi	桌子
ahuqi	暑期
ahuqian	书签,数千
ahuquan	主权
ahuren	主人
ahurengong	主人公
ahurou	猪肉
ahuru	输入,注入
ahurufa	输入法
ahusanjiao	珠三角
ahushang	书上,树上
ahushe	注射
ahusheng	书生
ahushi	舒适,注释
ahushide	舒适的
ahushou	助手
ahushu	叔叔
ahusong	输送
ahusu	住宿
ahusuo	住所
ahuti	主题,主体
ahuwei	数为
ahuxi	熟悉,主席
ahuxian	主线
ahuxiao	注销
ahuxie	书写
ahuxing	属性
ahuxue	数学,助学
ahuyan	主演
ahuyao	主要
ahuyaoshi	主要是
ahuyaowei	主要为
ahuyaoyi	主要以
ahuyaoyou	主要有,主要由
ahuye	主页,树叶
ahuyi	注意,主意,逐一
ahuyidao	注意到
ahuyili	注意力
ahuying	主营
ahuyizhe	主义者
ahuyu	属于,术语,助于
ahuyuan	住院,祝愿
ahuzai	住在,主宰
ahuzao	铸造
ahuzhai	住宅
ahuzhang	主张
ahuzhi	数值,住址
ahuzhong	注重,书中
ahuzi	数字
ahuzihua	数字化
ahuzu	数组
ahuzuo	著作
ahuzuoquan	著作权
ahwei	安慰
ahxia	按下
ahxin	安心
ahzhao	按照
ahzhi	安置
ahzhong	暗中
ahzhu	按住
ahzhuang	安装
ahzhuangle	安装了
ahzhuangzai	安装在
aiaban	下班
aiabannian	下半年
aiabo	阿拉伯
aiache	下车
aiaci	下次
aiada	下达
aiadang	恰当
aiade	下的,吓得
aiadiao	下调
aiadie	下跌
aiadu	下毒
aiafa	下发
aiafang	下方
aiagang	下岗
aiagu	峡谷
aiahang	爱上
aiahao	恰好
aiaheng	癌症
aiahua	下滑
aiaibing	艾滋病
aiain	爱心
aiaing	爱情
aiaji	夏季,下级
aiajiang	下降
aiake	侠客
aialai	下来
aiale	下了
aialie	下列
aialing	下令
aiamen	厦门
aiamenshi	厦门市
aiamian	下面
aianba	先把
aianbao	钱包
aianbei	前辈
aianbi	铅笔
aianbujiu	前不久
aianchang	现场
aiancheng	县城,线程
aiancun	现存,显存
aiandai	现代
aiandaihua	现代化
aiande	显得
aianding	签订,限定
aiandingle	签订了
aianduan	前端
aiane	限额
aianfa	宪法,签发
aianfang	前方
aianfeng	先锋,前锋
aiang	想,向,相,像,强,象
aiangai	相爱
aiangba	想把
aiangban	相伴
aiangbanfa	想办法
aiangbi	相比,墙壁,想必
aiangbudao	想不到
aiangce	相册
aiangcha	相差
aiangchu	相处
aiangchuan	相传
aiangcun	乡村
aiangda	强大
aiangdang	相当
aiangdangyu	相当于
aiangdao	想到,向导
aiangdaole	想到了
aiangde	强的,想的
aiangdeng	相等
aiangdiao	强调
aiangdichu	相抵触
aiangdu	强度
aiangdui	相对
aiangduiying	相对应
aiangduiyu	相对于
aiangei	献给
aiangfa	想法
aiangfan	相反
aiangfande	相反的
aiangfu	降伏
aianggang	香港
aiangge	像个,想个
aianggu	香菇
aiangguan	相关
aiangguo	想过
aianghou	向后
aianghu	相互
aianghua	强化
aiangji	相机,相继
aiangjian	强奸,相见
aiangjiao	香蕉
aiangjie	抢劫
aiangjiehe	相结合
aiangjin	相近
aiangjing	强劲
aiangjiu	抢救
aiangjizhe	向记者
aiangkan	想看
aianglai	想来,向来
aiangle	想了,响了
aiangli	强力
aianglian	相连,项链
aiangliao	香料
aianglie	强烈
aianglin	相邻
aiangmai	想买
aiangmian	墙面
aiangmu	项目
aiangmuzhong	项目中
aiangni	向你,想你
aiangnian	想念
aiangnin	向您
aiangpian	相片
aiangpo	强迫
aiangqi	想起,响起,香气
aiangqian	向前,镶嵌
aiangqile	想起了
aiangqing	详情
aiangqu	想去
aiangrang	想让
aiangshang	向上,墙上
aiangshehui	向社会
aiangsheng	相声
aiangshi	像是,强势,相识
aiangshiying	相适应
aiangshou	享受
aiangshoudao	享受到
aiangshui	香水
aiangshuo	想说
aiangsi	相似,相思
aiangsu	像素
aiangta	向他,向她
aiangtong	相同
aiangwai	向外
aiangwang	向往
aiangwei	香味
aiangwo	向我
aiangwomen	向我们
aiangxi	详细
aiangxia	向下
aiangxiang	想象,想想
aiangxiangde	想象的
aiangxiangli	想象力
aiangxin	相信
aiangxing	强行
aiangyan	香烟
aiangyao	想要
aiangying	相应,响应
aiangyong	享用
aiangyou	享有
aiangyu	相遇
aiangyue	相约
aiangzai	想在
aiangzhe	想着,向着
aiangzhen	乡镇
aiangzheng	象征
aiangzhi	强制
aiangzhidao	想知道
aiangzhixing	强制性
aiangzi	箱子
aiangzuo	想做
aianhou	先后,前后
aianhua	鲜花
aianhuo	现货,鲜活
aianjia	现价
aianjiang	现将,先将
aianjie	衔接
aianjieduan	现阶段
aianjin	现金,先进,前进,现今
aianjinde	先进的
aianjing	前景,陷阱
aianjitian	前几天
aianka	显卡
aianke	千克
aiankuan	前款
aianlai	前来
aianli	潜力,千里
aianliang	限量
aianlie	前列
aianliexian	前列腺
aianlong	乾隆
aianmi	千米
aianmian	前面
aianming	签名,鲜明
aianmingde	鲜明的
aianmu	羡慕
aianneng	潜能
aianqian	先前
aianqu	前去
aianran	显然
aianranshi	显然是
aianren	现任
aianru	陷入
aianrule	陷入了
aianrushi	嵌入式
aianshang	线上
aianshen	前身
aiansheng	先生
aianshi	显示,现实,西安市,先是,县市
aianshichu	显示出
aianshide	现实的,显示的
aianshiping	显示屏
aianshiqi	显示器
aianshizhong	现实中
aianshu	签署,钱数
aianshui	潜水
aiansuo	线索
aiantai	前台
aianti	前提
aiantian	先天
aiantiao	线条
aianting	潜艇
aiantixia	前提下
aiantu	前途
aianwa	千瓦
aianwan	千万
aianwanbie	千万别
aianwang	前往
aianwei	纤维,县委,现为,前卫
aianxi	前夕
aianxian	显现,前线
aianxiang	现象
aianxing	现行,先行,前行,线性
aianyan	前沿,前言
aianyi	现已,迁移,前一,嫌疑
aianyin	牵引
aianyong	先用
aianyou	现有
aianyuan	千元
aianyue	签约
aianzai	现在,潜在,先在
aianzaijiu	现在就
aianzaishi	现在是
aianzhe	前者
aianzheng	签证
aianzhengfu	县政府
aianzhi	限制,闲置
aianzhong	献忠
aianzhu	显著
aianzhuang	现状
aianzhude	显著的
aianzi	签字
aiao	小,笑,消,校,晓,萧
aiaobai	小白
aiaochi	小吃
aiaochu	消除
aiaodao	笑到,笑道
aiaode	小的,笑得
aiaodi	小弟
aiaodian	笑点,小店
aiaodu	消毒
aiaoer	小儿
aiaofang	消防
aiaofei	消费
aiaofeipin	消费品
aiaofeizhe	消费者
aiaogou	小狗
aiaoguniang	小姑娘
aiaoguo	效果
aiaoguotu	效果图
aiaohai	小孩
aiaohaizi	小孩子
aiaohao	消耗
aiaohui	销毁
aiaohuozi	小伙子
aiaoji	消极
aiaojie	小姐,小结
aiaokang	小康
aiaokeli	巧克力
aiaolexiao	笑了笑
aiaoli	效力
aiaolian	笑脸
aiaoliang	销量,桥梁
aiaolv	效率
aiaomai	小麦
aiaomao	小猫
aiaomiao	小喵,巧妙
aiaomie	消灭
aiaonei	校内
aiaoneng	效能
aiaoniao	小鸟
aiaonvhai	小女孩
aiaopengyou	小朋友
aiaopin	小品
aiaoqiao	悄悄
aiaoqiye	小企业
aiaoqu	小区,校区
aiaoran	悄然
aiaoren	小人
aiaorong	笑容
aiaosa	潇洒
aiaosheng	笑声
aiaoshi	小时,消失,小事
aiaoshihou	小时候
aiaoshile	消失了
aiaoshinei	小时内
aiaoshou	销售
aiaoshoue	销售额
aiaoshuo	小说
aiaotou	小偷
aiaowu	小屋
aiaoxi	消息
aiaoxiao	小小,笑笑
aiaoxin	小心
aiaoxing	小型
aiaoxue	小学
aiaoxuesheng	小学生
aiaoyao	逍遥
aiaoyi	效益
aiaoying	效应
aiaoyou	校友
aiaoyouxi	小游戏
aiaoyu	小于,小雨,小鱼
aiaoyuan	校园
aiaozhang	校长
aiaozhen	小镇
aiaozheshuo	笑着说
aiaozhi	乔治
aiaozhu	小猪
aiaozi	小子
aiaozu	小组
aiaqia	恰恰
aiaqu	下去,辖区
aiari	夏日
aiashan	下山
aiashe	下设
aiashou	下手
aiashu	下属
aiatan	洽谈
aiatian	夏天
aiatiao	下调
aiatong	下同
aiawu	下午
aiaxian	下线
aiaxun	下旬
aiayi	下一
aiayibu	下一步
aiayidai	下一代
aiayige	下一个
aiayipi	下一批
aiayipian	下一篇
aiayiye	下一页
aiayou	下游
aiayu	下雨
aiazai	下载
aiazaihou	下载后
aiazhai	狭窄
aibanya	西班牙
aibaozhe	爱好者
aiben	资本
aibuo	爱国
aice	爱的,西侧
aichan	资产
aichengqu	西城区
aichu	四处,起初
aichuang	起床
aichuansheng	四川省
aicin	爱心
aicishi	其次是
aicong	自从
aidan	子弹
aidd	爱的
aiden	爱人
aidf	爱的
aidhang	爱上
aidian	起点
aidili	奥地利
aidin	爱心
aidingyi	自定义
aido	爱我
aidonghua	自动化
aidr	爱的
aidrlan	爱尔兰
aids	爱的
aiduan	字段
aidw	爱的
aieban	协办
aiebu	且不
aiecheng	写成,切成
aiechu	写出,切除
aiedai	携带
aiedao	写到
aiede	写的,写得
aieding	协定
aiedlan	爱尔兰
aiee	爱的,邪恶
aieelan	爱尔兰
aieen	爱人
aieflan	爱尔兰
aiege	切割
aieglan	爱尔兰
aiehang	爱上
aiehuan	切换
aiehui	协会
aieji	切忌,切记
aiejue	谢绝
aiele	写了
aieming	写明
aieo	爱我
aierian	爱尔兰
aierkan	爱尔兰
aierlab	爱尔兰
aierlag	爱尔兰
aierlah	爱尔兰
aierlaj	爱尔兰
aierlam	爱尔兰
aierlqn	爱尔兰
aierlsn	爱尔兰
aierlwn	爱尔兰
aierlxn	爱尔兰
aierlzn	爱尔兰
aieroan	爱尔兰
aierpan	爱尔兰
aieru	写入
aieshang	协商
aieshi	切实
aieshou	携手
aietang	血糖
aietiao	协调
aietlan	爱尔兰
aietong	协同
aiewendong	谢文东
aiewu	切勿
aiexia	写下
aiexie	谢谢
aiexieni	谢谢你
aiexin	写信
aiexing	血型
aieya	血压
aieyi	协议
aieyishu	协议书
aiezai	卸载,写在
aiezhe	写着
aiezhen	写真
aiezhu	协助
aiezi	鞋子,写字
aiezilou	写字楼
aiezuo	写作,协作
aifang	西方,四方
aife	爱的
aifen	气氛,爱人,细分,气愤
aifrlan	爱尔兰
aifuchuan	字符串
aifuo	爱国
aiga	哎呀
aigai	乞丐,膝盖
aigaozhe	爱好者
aigen	爱人
aigezheng	资格证
aigho	爱国
aigi	爱你
aigio	爱国
aigjo	爱国
aigko	爱国
aigong	子宫
aigongsi	子公司
aiguai	奇怪
